fieldid,instance_id,path,category,field,participants,items,units,sexed,coding,notes,link,excluded,cat_mult_indicator_fields,cat_single_to_cat_mult,date_convert,valuetype,allow_regression
131506,0,Health-related outcomes > First occurrences > Respiratory system disorders,2410,Date J63 first reported (pneumoconiosis due to other inorganic dusts),27,27,,Unisex,819,"Date of the first occurrence of any code mapped to 3-character ICD10 J63. The code corresponds to ""pneumoconiosis due to other inorganic dusts"". Note that events which were apparently before birth were omitted when constructing this data field.",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131506,,,,BINARY,Date,1
131507,0,Health-related outcomes > First occurrences > Respiratory system disorders,2410,Source of report of J63 (pneumoconiosis due to other inorganic dusts),27,27,,Unisex,2171,"Source of the first code mapped to 3-character ICD10 J63, and whether this code occurs in other source(s) with the same or a later event date. The code corresponds to ""pneumoconiosis due to other inorganic dusts"". See ~R593~ for details of how the first source was assigned.",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131507,YES-PROCESSING,,,,Categorical single,0
131508,0,Health-related outcomes > First occurrences > Respiratory system disorders,2410,Date J64 first reported (unspecified pneumoconiosis),39,39,,Unisex,819,"Date of the first occurrence of any code mapped to 3-character ICD10 J64. The code corresponds to ""unspecified pneumoconiosis"". Note that events which were apparently before birth were omitted when constructing this data field.",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131508,,,,BINARY,Date,1
131509,0,Health-related outcomes > First occurrences > Respiratory system disorders,2410,Source of report of J64 (unspecified pneumoconiosis),39,39,,Unisex,2171,"Source of the first code mapped to 3-character ICD10 J64, and whether this code occurs in other source(s) with the same or a later event date. The code corresponds to ""unspecified pneumoconiosis"". See ~R593~ for details of how the first source was assigned.",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131509,YES-PROCESSING,,,,Categorical single,0
131512,0,Health-related outcomes > First occurrences > Respiratory system disorders,2410,Date J66 first reported (airway disease due to specific organic dust),4,4,,Unisex,819,"Date of the first occurrence of any code mapped to 3-character ICD10 J66. The code corresponds to ""airway disease due to specific organic dust"". Note that events which were apparently before birth were omitted when constructing this data field.",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131512,,,,BINARY,Date,1
131513,0,Health-related outcomes > First occurrences > Respiratory system disorders,2410,Source of report of J66 (airway disease due to specific organic dust),4,4,,Unisex,2171,"Source of the first code mapped to 3-character ICD10 J66, and whether this code occurs in other source(s) with the same or a later event date. The code corresponds to ""airway disease due to specific organic dust"". See ~R593~ for details of how the first source was assigned.",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131513,YES-PROCESSING,,,,Categorical single,0
131514,0,Health-related outcomes > First occurrences > Respiratory system disorders,2410,Date J67 first reported (hypersensitivity pneumonitis due to organic dust),191,191,,Unisex,819,"Date of the first occurrence of any code mapped to 3-character ICD10 J67. The code corresponds to ""hypersensitivity pneumonitis due to organic dust"". Note that events which were apparently before birth were omitted when constructing this data field.",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131514,,,,BINARY,Date,1
131515,0,Health-related outcomes > First occurrences > Respiratory system disorders,2410,Source of report of J67 (hypersensitivity pneumonitis due to organic dust),191,191,,Unisex,2171,"Source of the first code mapped to 3-character ICD10 J67, and whether this code occurs in other source(s) with the same or a later event date. The code corresponds to ""hypersensitivity pneumonitis due to organic dust"". See ~R593~ for details of how the first source was assigned.",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131515,YES-PROCESSING,,,,Categorical single,0
131516,0,Health-related outcomes > First occurrences > Respiratory system disorders,2410,"Date J68 first reported (respiratory conditions due to inhalation of chemicals, gases, fumes and vapours)",27,27,,Unisex,819,"Date of the first occurrence of any code mapped to 3-character ICD10 J68. The code corresponds to ""respiratory conditions due to inhalation of chemicals, gases, fumes and vapours"". Note that events which were apparently before birth were omitted when constructing this data field.",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131516,,,,BINARY,Date,1
131517,0,Health-related outcomes > First occurrences > Respiratory system disorders,2410,"Source of report of J68 (respiratory conditions due to inhalation of chemicals, gases, fumes and vapours)",27,27,,Unisex,2171,"Source of the first code mapped to 3-character ICD10 J68, and whether this code occurs in other source(s) with the same or a later event date. The code corresponds to ""respiratory conditions due to inhalation of chemicals, gases, fumes and vapours"". See ~R593~ for details of how the first source was assigned.",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131517,YES-PROCESSING,,,,Categorical single,0
131518,0,Health-related outcomes > First occurrences > Respiratory system disorders,2410,Date J69 first reported (pneumonitis due to solids and liquids),1333,1333,,Unisex,819,"Date of the first occurrence of any code mapped to 3-character ICD10 J69. The code corresponds to ""pneumonitis due to solids and liquids"". Note that events which were apparently before birth were omitted when constructing this data field.",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131518,,,,BINARY,Date,1
131519,0,Health-related outcomes > First occurrences > Respiratory system disorders,2410,Source of report of J69 (pneumonitis due to solids and liquids),1333,1333,,Unisex,2171,"Source of the first code mapped to 3-character ICD10 J69, and whether this code occurs in other source(s) with the same or a later event date. The code corresponds to ""pneumonitis due to solids and liquids"". See ~R593~ for details of how the first source was assigned.",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131519,YES-PROCESSING,,,,Categorical single,0
131520,0,Health-related outcomes > First occurrences > Respiratory system disorders,2410,Date J70 first reported (respiratory conditions due to other external agents),115,115,,Unisex,819,"Date of the first occurrence of any code mapped to 3-character ICD10 J70. The code corresponds to ""respiratory conditions due to other external agents"". Note that events which were apparently before birth were omitted when constructing this data field.",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131520,,,,BINARY,Date,1
131521,0,Health-related outcomes > First occurrences > Respiratory system disorders,2410,Source of report of J70 (respiratory conditions due to other external agents),115,115,,Unisex,2171,"Source of the first code mapped to 3-character ICD10 J70, and whether this code occurs in other source(s) with the same or a later event date. The code corresponds to ""respiratory conditions due to other external agents"". See ~R593~ for details of how the first source was assigned.",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131521,YES-PROCESSING,,,,Categorical single,0
131522,0,Health-related outcomes > First occurrences > Respiratory system disorders,2410,Date J80 first reported (adult respiratory distress syndrome),268,268,,Unisex,819,"Date of the first occurrence of any code mapped to 3-character ICD10 J80. The code corresponds to ""adult respiratory distress syndrome"". Note that events which were apparently before birth were omitted when constructing this data field.",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131522,,,,BINARY,Date,1
131523,0,Health-related outcomes > First occurrences > Respiratory system disorders,2410,Source of report of J80 (adult respiratory distress syndrome),268,268,,Unisex,2171,"Source of the first code mapped to 3-character ICD10 J80, and whether this code occurs in other source(s) with the same or a later event date. The code corresponds to ""adult respiratory distress syndrome"". See ~R593~ for details of how the first source was assigned.",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131523,YES-PROCESSING,,,,Categorical single,0
131524,0,Health-related outcomes > First occurrences > Respiratory system disorders,2410,Date J81 first reported (pulmonary oedema),969,969,,Unisex,819,"Date of the first occurrence of any code mapped to 3-character ICD10 J81. The code corresponds to ""pulmonary oedema"". Note that events which were apparently before birth were omitted when constructing this data field.",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131524,,,,BINARY,Date,1
131525,0,Health-related outcomes > First occurrences > Respiratory system disorders,2410,Source of report of J81 (pulmonary oedema),969,969,,Unisex,2171,"Source of the first code mapped to 3-character ICD10 J81, and whether this code occurs in other source(s) with the same or a later event date. The code corresponds to ""pulmonary oedema"". See ~R593~ for details of how the first source was assigned.",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131525,YES-PROCESSING,,,,Categorical single,0
131526,0,Health-related outcomes > First occurrences > Respiratory system disorders,2410,"Date J82 first reported (pulmonary eosinophilia, not elsewhere classified)",102,102,,Unisex,819,"Date of the first occurrence of any code mapped to 3-character ICD10 J82. The code corresponds to ""pulmonary eosinophilia, not elsewhere classified"". Note that events which were apparently before birth were omitted when constructing this data field.",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131526,,,,BINARY,Date,1
131527,0,Health-related outcomes > First occurrences > Respiratory system disorders,2410,"Source of report of J82 (pulmonary eosinophilia, not elsewhere classified)",102,102,,Unisex,2171,"Source of the first code mapped to 3-character ICD10 J82, and whether this code occurs in other source(s) with the same or a later event date. The code corresponds to ""pulmonary eosinophilia, not elsewhere classified"". See ~R593~ for details of how the first source was assigned.",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131527,YES-PROCESSING,,,,Categorical single,0
