"FieldID","Category","Path","Field","ValueType","DataCoding","Excluded","CatMultIndicatorFields","CatSingleToCatMult","DateConvert","Participants","Items","Units","Strata","Instances","Array","Notes","Link","phenoCategory","covarType"
132224,2415,"Health-related outcomes > First occurrences > Pregnancy, childbirth and the puerperium","Date O36 first reported (maternal care for other known or suspected foetal problems)","Date",NA,NA,NA,NA,NA,2497,2497,"","Derived",1,1,"Date of the first occurrence of any code mapped to 3-character ICD10 O36. The code corresponds to ""maternal care for other known or suspected foetal problems"". Note that events which were apparently before birth were omitted when constructing this data field.","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=132224","Pregnancy, childbirth and the puerperium","centerSex"
132225,2415,"Health-related outcomes > First occurrences > Pregnancy, childbirth and the puerperium","Source of report of O36 (maternal care for other known or suspected foetal problems)","Categorical single",NA,"YES-PROCESSING",NA,NA,NA,2497,2497,"","Derived",1,1,"Source of the first code mapped to 3-character ICD10 O36, and whether this code occurs in other source(s) with the same or a later event date. The code corresponds to ""maternal care for other known or suspected foetal problems"". See ~R593~ for details of how the first source was assigned.","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=132225","Pregnancy, childbirth and the puerperium","centerSex"
132226,2415,"Health-related outcomes > First occurrences > Pregnancy, childbirth and the puerperium","Date O40 first reported (polyhydramnios)","Date",NA,NA,NA,NA,NA,155,155,"","Derived",1,1,"Date of the first occurrence of any code mapped to 3-character ICD10 O40. The code corresponds to ""polyhydramnios"". Note that events which were apparently before birth were omitted when constructing this data field.","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=132226","Pregnancy, childbirth and the puerperium","centerSex"
132227,2415,"Health-related outcomes > First occurrences > Pregnancy, childbirth and the puerperium","Source of report of O40 (polyhydramnios)","Categorical single",NA,"YES-PROCESSING",NA,NA,NA,155,155,"","Derived",1,1,"Source of the first code mapped to 3-character ICD10 O40, and whether this code occurs in other source(s) with the same or a later event date. The code corresponds to ""polyhydramnios"". See ~R593~ for details of how the first source was assigned.","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=132227","Pregnancy, childbirth and the puerperium","centerSex"
132228,2415,"Health-related outcomes > First occurrences > Pregnancy, childbirth and the puerperium","Date O41 first reported (other disorders of amniotic fluid and membranes)","Date",NA,NA,NA,NA,NA,331,331,"","Derived",1,1,"Date of the first occurrence of any code mapped to 3-character ICD10 O41. The code corresponds to ""other disorders of amniotic fluid and membranes"". Note that events which were apparently before birth were omitted when constructing this data field.","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=132228","Pregnancy, childbirth and the puerperium","centerSex"
132229,2415,"Health-related outcomes > First occurrences > Pregnancy, childbirth and the puerperium","Source of report of O41 (other disorders of amniotic fluid and membranes)","Categorical single",NA,"YES-PROCESSING",NA,NA,NA,331,331,"","Derived",1,1,"Source of the first code mapped to 3-character ICD10 O41, and whether this code occurs in other source(s) with the same or a later event date. The code corresponds to ""other disorders of amniotic fluid and membranes"". See ~R593~ for details of how the first source was assigned.","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=132229","Pregnancy, childbirth and the puerperium","centerSex"
132230,2415,"Health-related outcomes > First occurrences > Pregnancy, childbirth and the puerperium","Date O42 first reported (premature rupture of membranes)","Date",NA,NA,NA,NA,NA,1421,1421,"","Derived",1,1,"Date of the first occurrence of any code mapped to 3-character ICD10 O42. The code corresponds to ""premature rupture of membranes"". Note that events which were apparently before birth were omitted when constructing this data field.","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=132230","Pregnancy, childbirth and the puerperium","centerSex"
132231,2415,"Health-related outcomes > First occurrences > Pregnancy, childbirth and the puerperium","Source of report of O42 (premature rupture of membranes)","Categorical single",NA,"YES-PROCESSING",NA,NA,NA,1421,1421,"","Derived",1,1,"Source of the first code mapped to 3-character ICD10 O42, and whether this code occurs in other source(s) with the same or a later event date. The code corresponds to ""premature rupture of membranes"". See ~R593~ for details of how the first source was assigned.","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=132231","Pregnancy, childbirth and the puerperium","centerSex"
132232,2415,"Health-related outcomes > First occurrences > Pregnancy, childbirth and the puerperium","Date O43 first reported (placental disorders)","Date",NA,NA,NA,NA,NA,301,301,"","Derived",1,1,"Date of the first occurrence of any code mapped to 3-character ICD10 O43. The code corresponds to ""placental disorders"". Note that events which were apparently before birth were omitted when constructing this data field.","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=132232","Pregnancy, childbirth and the puerperium","centerSex"
132233,2415,"Health-related outcomes > First occurrences > Pregnancy, childbirth and the puerperium","Source of report of O43 (placental disorders)","Categorical single",NA,"YES-PROCESSING",NA,NA,NA,301,301,"","Derived",1,1,"Source of the first code mapped to 3-character ICD10 O43, and whether this code occurs in other source(s) with the same or a later event date. The code corresponds to ""placental disorders"". See ~R593~ for details of how the first source was assigned.","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=132233","Pregnancy, childbirth and the puerperium","centerSex"
132234,2415,"Health-related outcomes > First occurrences > Pregnancy, childbirth and the puerperium","Date O44 first reported (placenta praevia)","Date",NA,NA,NA,NA,NA,249,249,"","Derived",1,1,"Date of the first occurrence of any code mapped to 3-character ICD10 O44. The code corresponds to ""placenta praevia"". Note that events which were apparently before birth were omitted when constructing this data field.","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=132234","Pregnancy, childbirth and the puerperium","centerSex"
132235,2415,"Health-related outcomes > First occurrences > Pregnancy, childbirth and the puerperium","Source of report of O44 (placenta praevia)","Categorical single",NA,"YES-PROCESSING",NA,NA,NA,249,249,"","Derived",1,1,"Source of the first code mapped to 3-character ICD10 O44, and whether this code occurs in other source(s) with the same or a later event date. The code corresponds to ""placenta praevia"". See ~R593~ for details of how the first source was assigned.","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=132235","Pregnancy, childbirth and the puerperium","centerSex"
132236,2415,"Health-related outcomes > First occurrences > Pregnancy, childbirth and the puerperium","Date O45 first reported (premature separation of placenta [abruptio placentae])","Date",NA,NA,NA,NA,NA,67,67,"","Derived",1,1,"Date of the first occurrence of any code mapped to 3-character ICD10 O45. The code corresponds to ""premature separation of placenta [abruptio placentae]"". Note that events which were apparently before birth were omitted when constructing this data field.","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=132236","Pregnancy, childbirth and the puerperium","centerSex"
132237,2415,"Health-related outcomes > First occurrences > Pregnancy, childbirth and the puerperium","Source of report of O45 (premature separation of placenta [abruptio placentae])","Categorical single",NA,"YES-PROCESSING",NA,NA,NA,67,67,"","Derived",1,1,"Source of the first code mapped to 3-character ICD10 O45, and whether this code occurs in other source(s) with the same or a later event date. The code corresponds to ""premature separation of placenta [abruptio placentae]"". See ~R593~ for details of how the first source was assigned.","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=132237","Pregnancy, childbirth and the puerperium","centerSex"
132238,2415,"Health-related outcomes > First occurrences > Pregnancy, childbirth and the puerperium","Date O46 first reported (antepartum haemorrhage, not elsewhere classified)","Date",NA,NA,NA,NA,NA,837,837,"","Derived",1,1,"Date of the first occurrence of any code mapped to 3-character ICD10 O46. The code corresponds to ""antepartum haemorrhage, not elsewhere classified"". Note that events which were apparently before birth were omitted when constructing this data field.","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=132238","Pregnancy, childbirth and the puerperium","centerSex"
132239,2415,"Health-related outcomes > First occurrences > Pregnancy, childbirth and the puerperium","Source of report of O46 (antepartum haemorrhage, not elsewhere classified)","Categorical single",NA,"YES-PROCESSING",NA,NA,NA,837,837,"","Derived",1,1,"Source of the first code mapped to 3-character ICD10 O46, and whether this code occurs in other source(s) with the same or a later event date. The code corresponds to ""antepartum haemorrhage, not elsewhere classified"". See ~R593~ for details of how the first source was assigned.","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=132239","Pregnancy, childbirth and the puerperium","centerSex"
132240,2415,"Health-related outcomes > First occurrences > Pregnancy, childbirth and the puerperium","Date O47 first reported (false labour)","Date",NA,NA,NA,NA,NA,1368,1368,"","Derived",1,1,"Date of the first occurrence of any code mapped to 3-character ICD10 O47. The code corresponds to ""false labour"". Note that events which were apparently before birth were omitted when constructing this data field.","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=132240","Pregnancy, childbirth and the puerperium","centerSex"
132241,2415,"Health-related outcomes > First occurrences > Pregnancy, childbirth and the puerperium","Source of report of O47 (false labour)","Categorical single",NA,"YES-PROCESSING",NA,NA,NA,1368,1368,"","Derived",1,1,"Source of the first code mapped to 3-character ICD10 O47, and whether this code occurs in other source(s) with the same or a later event date. The code corresponds to ""false labour"". See ~R593~ for details of how the first source was assigned.","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=132241","Pregnancy, childbirth and the puerperium","centerSex"
132242,2415,"Health-related outcomes > First occurrences > Pregnancy, childbirth and the puerperium","Date O48 first reported (prolonged pregnancy)","Date",NA,NA,NA,NA,NA,1478,1478,"","Derived",1,1,"Date of the first occurrence of any code mapped to 3-character ICD10 O48. The code corresponds to ""prolonged pregnancy"". Note that events which were apparently before birth were omitted when constructing this data field.","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=132242","Pregnancy, childbirth and the puerperium","centerSex"
